private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
806064,Kasteel Duivenvoorde - landschapspark,52.1113228,"Duivenvoorde is een uniek en nog steeds bewoond kasteel en landgoed in Voorschoten met wortels in de 13de eeuw. Het ligt als een groene oase verscholen in een sterk verstedelijkt gebied tussen Leiden en Den Haag. Door het eeuwenoude en authentieke kasteelmuseum worden in het museumseizoen (april t/m oktober) rondleidingen verzorgd. De onlangs geopende en prachtige tentoonstelling 'Upstairs, downstairs' vertelt het verhaal van de adellijke bewoners en het dienstdoende personeel van Duivenvoorde rond 1900. Behalve het kasteel heeft ook het park van Duivenvoorde de status van rijksmonument. Het Engelse landschapspark is erg geliefd onder wandelaars en natuurliefhebbers en kent een schat aan bijzondere flora en fauna.  Kansen voor West heeft financieel bijgedragen aan diverse activiteiten, zoals aan het instellen van een kwaliteitsteam (Q-team), dat de vinger aan de pols houdt bij het opstellen van beeldkwaliteit- en uitwerkingsplannen en de diverse (bouw)plannen. Er werd er een inrichtingsplan opgesteld met als titel ‘Van glas naar gras’ en het Europese geld werd ook benut om in het kasteelpark Duivenvoorde een kwalitatieve inhaalslag uit te voeren op basis van een parkherstelplan, met ook oog voor het verbeteren van toeristische voorzieningen. Dit Engels landschapspark van tuinarchitect Jan David Zocher jr. had veel van zijn natuurlijke vitaliteit verloren.",Gemeente Voorschoten,1911747,4.417422299999998,EFRO,1338623,2252 AK Voorschoten,Looptijd: van  5 november 2009 tot 31 december 2014
5900,TETEM verbindt culturele energie,52.2350339," De organisatie initieert samenwerking met en tussen kunstenaars, deskundigen en kunstinstellingen met als doel beeldende kunst samen te brengen, zichtbaar te maken en te versterken. TETEM kunstruimte is gevestigd in het monumentale Tetem 1, een voormalige dekenfabriek die recent is getransformeerd tot een ruimte voor hedendaagse kunst. De aankoop van Tetem 1 en de transitie van deze dekenfabriek tot TETEM kunstruimte zijn mede mogelijk gemaakt door financiële bijdragen van de Europese Unie, de Provincie Overijssel en de Gemeente Enschede.",Stichting TETEM Kunstruimte,70000,6.8953088,EFRO,72000,7523 ZL,Looptijd: van  1 januari 2011 tot 31 maart 2012
,Vitaal hart van Presikhaaf,20.9870029," Dit wil de gemeente Arnhem bereiken door de IJsselllaan en de Lange Wal te herinrichten, de kruisingen Lange Wal-Lange water en Lange Wal IJssellaan aan te passen en het winkelcentrum Presikhaaf aan de parkzijde toegankelijk te maken.",Gemeente Arnhem,2231550,105.4170831,EFRO,1800000,6828 ME,Looptijd: van  1 augustus 2008 tot 31 oktober 2012
,Winkelstraatmanagement Deventer,52.2557667, Hiervoor wordt een winkelstraatmanager ingezet die projecten zal uitvoeren om de organisatiekracht van de ondernemers te verbeteren en de fysieke omgeving.,Gemeente Deventer,149120,6.1619228,EFRO,278000,7411 TH,Looptijd: van  1 januari 2010 tot 31 maart 2015
163093,EZ Belt Cleaner,50.8870662,,Projet BV,43909,5.7355287,EFRO,43909,6231 NC,Looptijd: van  7 november 2008 tot 15 mei 2010
211325,Rootball revolution,51.5450693,"Om de twee grootste bezwaren van het handmatig inpakken (arbeidsintensief en fysiek zwaar) van kluiten weg te nemen, zal een nieuwe werkwijze met bijgehorende machines en producten ontwikkeld worden.  Hiervoor moet een drietal ontwikkelingen worden ingezet:
1. Het ontwikkelen van een kluitverpakking die stevig, makkelijk verwerkbaar, milieuvriendelijk en goedkoop is. Er wordt uitgegaan van een afbreekbaar polymeer
2. Het ontwikkelen van een arbeidsbesparende, milieuvriendelijke machine die kluiten van 70-140cm kan inpakken. Deze moet de ontwikkelde kluitverpakking kunnen verwerken.
3. Het ontwikkelen van een methode om tijdens het inpakken van kluiten additieven toe te voegen zoals myccorhyza's (schimmels) en/of bemesting om de bomen bij herplanting te voorzien van voldoende voedingsstoffen.",Boomkwekerij Gebr van den Berk BV,56895,5.4151826,EFRO,56894,5492 VJ,Looptijd: van 30 oktober 2008 tot 30 november 2010
1083225,Alma-in-Silico (AIS) (INTERREG EMR),42.1450502,"Het Alma-in-Silico project gaat over de inrichting van een platform voor de integratie, de verspreiding en het beheer van kennis op het vlak van systeembiologie.
Het krijgt medewerking vanuit verschillende bedrijfstakken, onderzoeksprogramma's en universitaire opleidingen.
Alma-in-Silico richt zich op drie hoofdactiviteiten, i.e. de ontwikkeling van een Euregionaal platform voor bio-informatica, de inrichting van een technologieplatform over systeembiologie en de uitwerking van haalbaarheidsprojecten die de twee eerste platformen zullen aanwenden om efficiënt gezamenlijke onderzoeken op te zetten naar behandelingen tegen kanker en multiple sclerose en om farmacologische en toxicologische studies te verrichten, ...
Een bijkomend aspect is de kennisdeling, met het oog op de ontwikkeling van een opleidingsprogramma rond bio-informatica, gericht op bio-onderzoekers en –technici, en van nieuwe methodologische, technologische en IT-instrumenten.
De afdeling GIGA-Research van de Universiteit van Luik, die Alma-in-Silico coördineert, ziet toe op de correcte uitvoering van het project en staat in voor het technische, administratieve en financiële beheer.
 
Nederlandse partner in dit project: 
- Maastricht UMC+
Postbus 616, NL-6200 MD Maastricht
Universiteitssingel 50, postvak 16, NL-6200 MD Maastricht
Contactpersoon: 
De heer Piet Van den Brandt (scientific director GROW)
PA.vandenBrandt@EPID.unimaas.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners. De leadpartner is: Universiteit Luik (Ulg)",2746302,24.7558475,INTERREG,3829527,4000,Looptijd: van 30 juni 2013 tot -
297525,Overdekte Skatebaan Binckhorst,,"Duizend vierkante meter rolplezier in Haagse Skatepark Sweatshop De Haagse regio zat even zonder overdekte skatebaan, maar de oude papier-recycling fabriek op een industrieterrein aan de Binckhorstlaan bracht uitkomst. Daarmee was de ideale locatie gevonden met 1000 m2 vloeroppervlak, op skate-afstand vanaf beide Haagse treinstations én zonder gevaar voor geluidsoverlast voor omwonenden. Gebouwd door en voor skaters is dit een plek vol uitdaging geworden, met een miniramp, handrails, echte straatobjecten en vele andere obstakels. Jong en oud kunnen hier zes dagen in de week terecht, het hele jaar door. Kansen voor West heeft aan de opbouw van dit paradijs voor de rolsport bijgedragen, evenals aan de inrichting van de Loods op hetzelfde terrein, die met een capaciteit van 400 mensen geschikt is voor diverse evenementen. Het Skatepark organiseert skatekampen, skatewedstrijden, cursussen en workshops. Volop wordt gebruik gemaakt van de creativiteit van de jongeren, omdat deze indoorfaciliteit tegelijkertijd een culturele broedplaats is, waar jongeren worden uitgedaagd zelf evenementen te organiseren zoals bandjes-avonden en filmpremières. Alles is daarbij gericht op het leren nemen van eigen initiatief en het ontwikkelen van (creatieve) vaardigheden. Het Skatepark dient diverse doelen: skaten op ongewenste locaties in de stad wordt tegengegaan en het brengt jongeren in beweging, zowel letterlijk als figuurlijk.",Stichting Haagse Skate Unie,252829,,EFRO,382706,2516BB,Looptijd: van 11 januari 2010 tot 30 september 2015
373060,Neon Activated Fluorescent Lamp,51.5455504,,NDF Special Light Products B.V.,100439,4.489079,EFRO,100438,4705 RH,Looptijd: van 29 mei 2008 tot 28 februari 2010
1323028,Inno-Missie,51.8318592," De systemen kunnen vervolgens worden toegepast in off-road voertuigen zonder kenteken (mobiele werktuigen), aggregaten, stationair en mobile en maritieme motoren (op schepen). Projectgerealteerde activiteiten betreffen het volgende:-kennisfundering beschikbare uitlaatgasnabehandelingmethoden;-blauwdruk mobiele werktuigen;-blauwdruk generatoren;-blauwdruk maritiem.",Solfic BV,315056,5.7458601,EFRO,1000000,6604LL,Looptijd: van  1 januari 2012 tot 30 juni 2015
125000,Herinrichting Openbare Ruimte Katendrecht,,"Het project wil de kwaliteit van de openbare ruimte en daarmee de leefomgeving in Katendrecht verbeteren. Daarnaast moet het project meer toeristen lokken, die vooral komen voor de SS Rotterdam en zo ook naar de wijk Katendrecht. Het project richt zich op het verbeteren van de bereikbaarheid van Katendrecht en de SS Rotterdam voor voetgangers en fietsers, het aanleggen van een helingbaan en de inzet van de amfibiebus Splashtours door de aanleg en onderhoud van een strandje. Het project leidt tot het behoud en verbetering van het cultuur-historisch erfgoed. Samenwerking tussen : Ontwikkelingsbedrijf Rotterdam, OZB-fonds Feijenoord en Splashtours.","Stadsontwikkeling, Gemeente Rotterdam",621099,,EFRO,328873,3002AN,Looptijd: van 21 juli 2009 tot 29 februari 2012
1134795,Nirion,52.2426871," Met slechts één druppel bloed kan hij het calcium-, kalium-, fosfaat en cretinine in het bloed meten. Ook het natriumgehalte in de urine is meetbaar.",Medimate BV,913107,6.8558111,EFRO,913107,7522 NM,Looptijd: van  1 januari 2009 tot 30 juni 2013
,Walstroom in Zuid-Holland,52.0875251,"De provincie Zuid-Holland realiseert in de periode 2008-2011 honderd innovatieve geüniformeerde walstroomvoorzieningen langs provinciale vaarwegen. Zo krijgt de binnenvaartsector te maken met een uniform netwerk. Onder de titel 'Walstroom in Zuid-Holland' worden drie deelprojecten uitgevoerd, waarvan dit project 'Walstroom provinciale vaarwegen' er één van is. De toepassing van walstroom bij lig-, laad- en losplaatsen van binnenvaartschepen in of bij binnensteden is een maatregel voor een duurzame binnenvaartsector. Schepen hoeven niet langer luchtverontreinigde dieselgestookte generatoren te gebruiken om in hun elektriciteitsbehoeften te voorzien als zij de stroom gebruiksvriendelijk en met het juiste vermogen via een stekker van de wal kunnen krijgen. Het project wordt in 3 fasen uitgevoerd. Na afloop van het project kunnen schippers op tien tot twintig locaties langs provinciale vaarwegen in Zuid-Holland gebruik maken van innovatieve en uniforme walstroomvoorzieningen. Dit gebeurt in fases. Dit betekent dat er vijf walstroomvoorzieningen in 2008, vijftien in 2009, dertig in 2010 en in 2011 vijftig zullen zijn gerealiseerd. De uniforme walstroomvoorzieningen hebben op lange termijn direct effect op de luchtkwaliteit. Ook heeft de walstroom een positief effect op de geluidhinder, want dieselgeneratoren zijn erg luidruchtig en walstroom niet. Daarnaast draagt walstroom bij aan het terugdringen van klimaatverandering, omdat groene stroom van duurzame energiebronnen aan de binnenvaart dient te worden geleverd. Samenwerking tussen : provincie Zuid-Holland, Havenbedrijf Rotterdam, Regio Drechtsteden en het Havenbedrijf Amsterdam.",Provincie Zuid-Holland,609714,4.3161483,EFRO,401738,2596AW,Looptijd: van  1 oktober 2007 tot 31 december 2013
299283,Ecoshape; building with nature,,"Ecodynamisch ontwerpen voor de stedelijke waterveiligheid Het nationale innovatieprogramma Ecoshape - Building with Nature (BwN) wil een omslag bewerkstelligen naar een duurzame ruimtelijke ontwikkeling van kust-, delta- en riviergebieden. Dit programma komt voort uit een snel groeiende, innovatieve beweging op het snijvlak van waterbouwkunde en ecologie. Het is opgezet door een consortium van overheden, waterbouwbedrijven en kennisinstellingen, verenigd in de Stichting Ecoshape. Deze hanteert als uitgangspunt dat natuurlijke bouwsystemen vele malen effectiever zijn dan de traditionele constructiemethoden die de mens de afgelopen eeuwen heeft ontwikkeld. Waarom bijvoorbeeld een stenen kade aanleggen als een groene oever minstens zo effectief, zo niet effectiever is… Kansen voor West verleende al subsidie voor de uitwerking van het gedachtegoed van Building with Nature. In dit vervolgproject ging de Europese bijdrage naar het verder uitwerken en etaleren van showcases van stedelijke voorbeelden. Daarmee wordt de praktische haalbaarheid in waterbouwkundige projecten aangetoond, mede in relatie tot de (milieu)wetgeving. Een van de showcases was het Rotterdamse programma Rivier als Getijdenpark, dat inzet op de aanleg van natuurvriendelijke rivieroevers, bijvoorbeeld opgebouwd – als BwN-maatregel – uit sediment uit de haven. Een andere showcase was de Stadswerven in Dordrecht, een woonwijk in ontwikkeling op een voormalig scheepsbouwterrein. Met de hier aangelegde getijdenzone is een voor mens, flora en fauna aantrekkelijk gebied ontstaan als ecologische stapsteen tussen Dordrecht en de Biesbosch. De opgedane kennis uit de diverse showcases is uitgewerkt in normen en richtlijnen en wordt via onder andere een website beschikbaar gesteld voor de (internationale) praktijk en het onderwijs.","Ecoshape, Building with Nature",1100000,,EFRO,450000,3300AA,Looptijd: van  1 januari 2013 tot 31 december 2015
6253,Partners in Nieuw Ondernemerschap,52.0954409,"Partners in Nieuw Ondernemerschap (PNO) is een project dat zich volledig richt op het etnisch ondernemerschap, ook wel nieuw ondernemerschap genoemd, in Utrecht. PNO wil meer ondernemerschap bevorderen, maar ook beter en professioneler ondernemerschap onder de alllochtone beroepsbevolking stimuleren. Dit laatste wordt gedaan door meer aandacht voor toegankelijker dienstverlening, betere voorbereiding, meer stagebedrijven, hoger kennisniveau, meer en effectieve (ook interculturele) netwerken en participatie in belangenbehartiging (voor en) door nieuwe ondernemers. Met de subsidie kan PNO verschillende activiteiten uitvoeren, zoals het organiseren van netwerk- en themabijeenkomsten, het opzetten van een kring van ambassadeurs met diverse etnische achtergronden (klankbordgroep) en door bestaande (ondernemers) organisaties te adviseren hoe zij etnische ondernemers beter kunnen bereiken. Hierdoor wordt het beschikbare aanbod van ondersteuning aan (startende) ondernemers toegankelijk gemaakt voor de allochtone doelgroep. Samenwerking tussen : Kamer van Koophandel, gemeente Utrecht, provincie Utrecht, Wijk in bedrijf, Forum en HBD (hoofdbedrijfschap detailhandel).",Kamer van Koophandel Midden-Nederland,105000,5.1120363,EFRO,66669,3511 RC,Looptijd: van 14 september 2009 tot  1 mei 2010
,ECE Startup Campus,51.9124891,"De Startup Campus is een vernieuwde incubatorformule die inspeelt op de transformatie van Rotterdam tot wereldwijde kennis- en innovatieregio. Het doel van de Startup Campus is tweeledig: 1 - Meer ambitieuze ondernemers ondersteunen en faciliteren gedurende de (pre)start en eerste groei door het aanbieden van coaching, netwerk, een fysieke ontmoetingsplek en kennis in iedere fase van groei.2 - Kennisvalorisatie bevorderen van alfa- en gammawetenschap door wetenschappers uit de verschillende vakgebieden (alfa, gamma én bèta), ondernemende studenten, ervaren ondernemers, investeerders en het bedrijfsleven fysiek samen te laten komen om zo co-creatie en kruisbestuiving te bevorderen.
De Startup Campus voert de komende twee jaar een pilot uit in de Rotterdam Science Tower. Er komt een combinatie van volledig nieuwe activiteiten met de reeds bestaande activiteiten dat bestaat uit: 1 - het Get Started-programma: van idee naar businessmodel in tien weken. Dit is een programma voor startende ondernemers. 2 - het Get Business-programma: van businessmodel naar 250k omzet in twee jaar. Dit is een programma voor startende ondernemers. 3 - Het Accelerate-programma: van 250k omzet naar 1 milj omzet in drie jaar. Dit is een programma voor startende en groeiende ondernemers; 4 - De Campus Community: het creëren van een netwerk van relevante stakeholders die actief kunnen bijdragen aan de ondernemers in de programma’s en elkaar5 - Het Erasmus Entrepreneur Fund: de ontwikkeling van een alumni (pre-)seedfonds voor ondernemers (zonder uitvoering).",erasmus universiteit rotterdam,1083798,4.4245928,EFRO,722531,3029AK,Looptijd: van  1 januari 2007 tot 31 mei 2015
390526,Eco Harvester,51.5002063,"Het project beoogt de ontwikkeling van de Eco Harvester, een innovatief en duurzaam oogstsysteem voor het mechanisch oogsten van schelpdieren, met een kwaliteit die gelijkwaardig is aan handmatig geoogste producten.",Machinefabriek en reparatiebedrijf W. Bakker VOF,105142,4.0556269,EFRO,105141,4401 LD,Looptijd: van 24 april 2008 tot -
3796463,Sensor City,52.9936939,Het project bestaat uit de aanleg van een netwerk van sensormeetpunten rondom de stad Assen in combinatie met een tweetal onderzoeksprojecten gebaseerd op de meetgegevens uit dit netwerk.,Stichting Sensor City,10121734,6.5638836,EFRO,5196246,9401 HS,Looptijd: van 24 september 2008 tot 30 april 2014
727438,Lingua (INTERREG EMR),-37.1390357,"Het project Linguacluster  wil de kennis van de nabuurtalen Nederlands, Frans en Duits en het inzicht in de culturele eigenheden in de Euregio Maas-Rijn verbeteren. Tien projectpartners bieden daartoe een cluster van leeractiviteiten en instrumenten aan, waarbij  zowel aandacht besteed wordt aan het onderwijs in de reële klassituatie, als aan het virtuele en buitenschools taalleren.  Een brede waaier aan initiatieven, gaande van taalinitiatie voor kleuters, klasuitwisselingen, tandemprojecten, bedrijfstages, buitenschoolse leermomenten tot e-learning, richt zich tot het kleuter-, lager en secundair onderwijs. Daarnaast wisselen (toekomstige) leerkrachten ervaringen uit en leren ze hoe men een euregionale dimensie in hun lessen kan integreren.
Verder worden arbeidsmarktgerichte taalmodules ontwikkeld en wil men het taalopleidingsaanbod euregiobreed ontsluiten. Dankzij Linguacluster leert men communiceren in levensechte situaties!
 
Nederlandse partner in dit project:
- Stichting Talenakademie Nederland
Valkenburgerweg 177, NL-6419 AT Heerlen
Contactpersoon:
Ruud Halink
ruud.halink@talenakademie.nl
 
- Open Universiteit Nederland (OUNL)
Postbus 2960, NL-6401 DL Heerlen
Valkenburgerweg 177, NL-6419 AT Heerlen
Contactpersoon:
De heer Theo Bovens (Voorzitter College van Bestuur)
theo.bovens@ou.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners.  De leadpartner is: Provincie Limburg Be",1347971,175.5509164,INTERREG,2075410,3500,Looptijd: van  1 mei 2009 tot 30 juni 2013
132688,Innovation Officer Mubio Products,50.832851,"Het project beoogt het omvormen van MUbio Products B.V. van een OEM-producent van antilichamen naar een bedrijf dat innovatieve producten onder eigen label op de markt brengt, zowel voor de R&amp;D als de diagnostiek markt.",MUbio Products B.V.,15000,5.7152211,EFRO,15000,6229 EV,Looptijd: van 27 juni 2008 tot 12 december 2009
,Continium Discovery Center - Edutainment INTERREG EMR,50.8614471,"Projectbeschrijving
Het Continium ontwikkelt deze activiteit binnen het grensoverschrijdende project “Edutainment”. Dit project wil een platform bieden waardoor de inwoners van de Euregio Maas-Rijn (EMR) kennis kunnen maken met ontwikkelingen en initiatieven op het gebied van duurzaamheid. Zo kunnen ze zich beter bewust worden van de invloed die deze ontwikkelingen hebben (of zullen hebben) op hun eigen woon- en leefomgeving, met als uiteindelijk doel te ervaren hoe ze zelf van deze ontwikkelingen gebruik kunnen maken om bij te dragen aan een duurzame samenleving. Ook wordt mede dit project de toeristische potentie van de EMR versterkt en wordt het gebied bekend als een duurzame toeristische regio.
 
In dit grensoverschrijdende project werken partners uit verschillende landen samen aan het vinden van oplossingen voor gemeenschappelijke thematieken/problemen. De publieke cofinanciering binnen het project is afkomstig van verschillende overheden uit Nederland, België en Duitsland. De subsidieontvangers van dit project zijn:

Continium, Kerkrade (NL)


Zinkehütterhof, Stolberg (D)


Centrum Duurzaam Bouwen vzw, Heusden-Zolder (B)


Hogeschool Zuyd, Maastricht (NL)


Die Raupe, Eupen (B)


Energie 2030, Raeren (B)",Continium  Discovery Center Kerkrade,,6.0579839,INTERREG,,6461 MA,Looptijd: van  1 januari 2008 tot 30 september 2011
,Inrichting Dakpark,,"Europa’s grootste openbare park boven op een winkelstrip De wijk Bospolder-Tussendijken in Rotterdam heeft met ‘Dakpark Rotterdam’ een imposant stedelijk park gekregen op negen meter hoogte, boven op de winkelstrip ‘Big Shops’. Op een voormalig rangeerterrein werd een drieslag gemaakt: een sanering onder de grond, een gebouw met winkels met parkeergarage en een park op het dak hiervan. Met de komst van het dakpark ging een lang gekoesterde wens vanuit de omringende wijken in vervulling. Het park bestaat uit een watertrap, oranjerie met een wokrestaurant,’ een mediterrane tuin, een buurttuin en een spectaculaire speeltuin. Met 1200 meter lengte en 85 meter breedte beslaat dit recreatieve groen zo’n zestien voetbalvelden. Aan de aanleg ervan lag een innovatief ontwerp ten grondslag, omdat het één geheel vormt met een deel van de dijk. Het geld van Kansen voor West is besteed aan het aanbrengen van de ‘parklaag’ bovenop de winkelstrip. Deze laag is samengesteld uit een speciaal mengsel dat extra licht is en watervasthoudend. Met deze unieke combinatie van functies was het extra belangrijk om alles publiek-privaatrechtelijk goed vast te leggen. Verder werd bijgedragen aan de groeninrichting met bomen, gras en heesters en aan het aanleggen van asfaltpaden, trappen, tegelpaden. 'Voor dit dakpark werden speciale bomen gekweekt, die juist in de breedte wortelen en niet in de diepte.'",Stadsontwikkeling,3021685,,EFRO,2014457,3072AP,Looptijd: van 13 juli 2012 tot  1 oktober 2015
75000,Wetsus Water Entrepeneurship Education Program,53.194625,"Het doel van dit project is het opzetten van de architectuur voor het Wetsus Water Entrepeneurship Education Program (WWEEP). Het uiteindelijke doel is om in 2010 te starten met een waterondernemerschaps-opleiding in Leeuwarden. Jaarlijks zullen ongeveer 20 hoogopgeleide water business ondernemers en managers worden opgeleid.
 

De focus van de opleiding “waterondernemerschap” zal komen te liggen op het ontwikkelen en stimuleren van ondernemers binnen de watertechnologie. De deelnemers van het WWEEP zijn hoogopgeleiden water business ondernemers en managers.

 
De ontwikkeling van het onderwijsprogramma van het WWEEP zal bestaan uit de volgende werkzaamheden:
 
Voorbereiding: het verder toetsen in de water sector van de interesse in een WWEEP (marktanalyse) en de voorbereiding van de publiciteit en de communicatie over de WWEEP. Tevens zal in deze fase ingegaan worden op het proces rond een eventuele accreditatie en zal de wenselijkheid van een MBA-titel worden nagegaan. 
Marketing van de WWEEP: de werving van deelnemers, zowel nationaal als internationaal;
Vastleggen partners: selectie partners en opzetten partnerships met de business scholen; 
In detail uitwerken van het curriculum: het in samenwerking met Business scholen ontwikkelen en uitwerken van de algemene modules en het ontwikkelen van Water Business cases in samenwerking met bedrijven.",Stichting Wetsus,305375,5.801711,EFRO,115375,8934 CJ,Looptijd: van 10 juni 2009 tot 30 juni 2013
149260,"Lusaro, innovation in trailers",51.9881331,,Hogeschool van Arnhem en Nijmegen,152484,5.9476217,EFRO,152484,6826 CC,Looptijd: van  1 oktober 2008 tot 30 november 2010
,Beleefkanaal Erica - Ter Apel,35.9028275,"Programma Europa Kijkdagen
Tijdens de Europa Kijkdag op 12 mei worden van 11:00 tot 15.00 uur op de locaties bij Oranjedorp en het Oosterbos rondleidingen gegeven over het werk en korte presentaties gegeven door de provincie Drenthe. Dit in samenwerking met de gemeente Emmen, Staatsbosbeheer, aannemers en Plaatselijk Belang Oranjedorp.
Locatie 1.  Bedrijventerrein A37, Bellstraat 51, 7825 GG Emmen (Oranjedorp)
Hier krijgt u uitleg en/of ziet u:
de bouw van een unieke Spaarsluis met haar spaarbekkens en composiet sluisdeuren;
het graafwerk aan3 kilometerkanaal door de Hondsrug;
enorme en vele zwerfkeien met de ijstijden hier gebracht uit Scandinavië.
Daarnaast kunt u het gereed zijnde kanaaltraject bevaren met de Snikke “Joh. Veldkamp”.
 
Locatie 2.  Oosterbos, Mr. Ovingstraat 87a, 7891 TG Klazienaveen.
Hier krijgt u uitleg en/of ziet u:        
de bouw van een unieke Koppelsluis met Ecobrug en afmeervoorzieningen;
de aanleg van kaden voor o.a. hoogveenherstel en nieuwe fiets-/voetpaden;
het graven van een uniek kanaal langs en door het Oosterbos met natuurmaatregelen.
 
 

De toervaartverbinding tussen Erica en Ter Apel (ongeveer 22 km) wordt de nieuwe internationale vaarverbinding van Duitsland en Oost-Groningen, via Ter Apel en Erica naar de Friese Meren en/of Overijssel. De vaarverbinding is geschikt voor motorboten met een diepgang van 1,50 meter, een breedte van 4,90 meter, een lengte van 25 meter en een opbouwhoogte van 3,50 m (BM-klasse).  Het beleefkanaal is de tweede en afsluitende fase van de nieuwe vaarverbinding.
De verbinding is al jaren een wens van de regio en met name de provincies Groningen en Drenthe, de gemeenten Emmen en Vlagtwedde en de Waterschappen. Het project is tevens één van de prioritaire projecten in de Agenda voor de Veenkoloniën. De kosten van het totale project bedragen € 34 miljoen. 
In juni 2010 is het traject Ter Apel naar het Veenpark te Barger- Compascuum (fase 1) in gebruik genomen. Dit betrof het opnieuw bevaarbaar maken van een voormalig scheepvaartkanaal over een lengte van ca.14 kilometer; baggeren van het kanaal, nieuwe beschoeiingen, herstel van bruggen en sluizen en de aanleg van nieuwe bruggen. De vaarverbinding eindigt nog in het Veenpark. Het Veenpark herbergt naast een historisch Veendorp onder andere ook oude bruggen, een fabriekhaven en een turfgraverij.  
De tweede fase - van het Veenpark tot aan de Bladderswijk bij Oranjedorp - is nu volop in uitvoering. Dit project bestaat uit de volgende onderdelen:  
Het graven van een nieuw natuurvriendelijk kanaal tussen het Veenpark en het Scholtenskanaal waarbij in de kanaalzone ook rekening wordt gehouden met een wandelpad en een fietspad;
Het opnieuw bevaarbaar maken van een gedeelte van het Scholtenskanaal met o.a. het terug brengen van een Trambrug en de bouw van een “boogbrug”. (is al gereed).
Het graven van 3 kilometernieuw kanaal over de Hondsruguitloper nabij Nieuw- Dordrecht met o.a. :
De aanleg van een koppelsluis met ecobrug, vleermuizenkelder en een ontmoetingsknooppunt voor toeristen.
De aanleg van wandelpaden fietspaden rond kanaal en natuurgebieden
De aanleg van een 17 mbreed en 2,20 mdiep kanaal met natuurtechnische oevers.
Het verwerken van 300.000 m3 vrijkomende grond tot kaden in het Oosterbos waarmee verdroogd hoogveen weer tot leven komt.
De aanleg van 5 vaste betonbruggen met aanpassing van de bestaande wegen
De aanleg van een unieke spaarsluis met twee spaarbekkens en composiet (kunststof) sluisdeuren.
De aanleg van een haventje te Oranjedorp
Diverse recreatieve voorzieningen, zoals afmeervoorzieningen, fiets- en voetpaden, hengelsportvoorzieningen (sportvislocaties) en ontmoetingssteigers. Voor de winter wordt er rekening gehouden met de schaatsers.
De totale vaarverbinding zal in mei 2013 voor het vaarseizoen gereed zijn.",Provincie Drenthe,18200000,45.4146725,EFRO,2000000,7825 GG,Looptijd: van 14 augustus 2009 tot  1 september 2013
120124,Historisch Openlucht Museum Eindhoven,51.424029,"Projectbeschrijving
Het zogenaamde HOME-project geeft een kwaliteitsimpuls aan het Historisch Openlucht Museum Eindhoven, ook wel bekend als het “prehistorisch dorp”. Het project voorziet o.a. in een nieuwe multifunctionele publieksruimte waar educatieve bijeenkomsten, presentaties, tentoonstellingen en dergelijke gehouden kunnen worden en die bovendien een bibliotheekfunctie krijgt. De combinatie van museum en educatieve vrijetijdsbesteding geeft een belangrijke meerwaarde aan de recreatieve functie van de Genneperparken, waar het museum deel van uitmaakt en daarmee aan de stad en de regio Eindhoven.",Historisch OpenluchtMuseum Eindhoven,325000,5.4818775,EFRO,296749,5644 TV,Looptijd: van 10 maart 2008 tot 30 juni 2011
,Operatie Boeggolf,52.3403033,"Operatie Boeggolf staat voor een schonere Amsterdamse vloot De binnenstad van Amsterdam met zijn smalle grachten en hoge bebouwing is extra gevoelig voor de vervuiling door boten. Daarmee zijn de waterkwaliteit en de luchtkwaliteit in het geding. Europa heeft aangegeven dat de luchtkwaliteit van Amsterdam schoner moet worden. De gemeente besloot een aantal nieuwe technieken te introduceren en deze in de praktijk te monitoren op hun effecten. Daarvoor werd een pilot opgezet, Operatie Boeggolf, waarin waterbedrijf Waternet, TNO en TU Delft samenwerkten. Zij testten vijf gemeentelijke vaartuigen, die werden uitgerust met diverse soorten schone motoren: schone diesel, diesel-elektrisch, hybride en elektrisch. Ze betroffen een kraanboot, een sleepboot, een drijfvuilvisboot, een drijfvuilcollector en een patrouilleboot. Kansen voor West heeft bijgedragen aan deze pilot, die nieuwe kennis heeft opgeleverd over het duurzamer, ‘schoner’ varen en over de praktische en financiële haalbaarheid. Deze kennis werd gedeeld met kennisinstituten, gemeentelijke diensten en andere overheden en met de rondvaartbranche en leveranciers. De resultaten zijn zowel op nationaal als op Europees niveau van belang. 'Als de beweging naar gebruik van duurzamere boten wordt ingezet, zal dat tot navolging leiden. Net als een door een varende boot veroorzaakte boeggolf, die andere boten in beweging brengt.'",Waternet,1051309,4.9169606,EFRO,588113,1096AC,Looptijd: van 16 december 2010 tot  1 januari 2015
